Date,Time,PC,Side,Name,Mould,Cavity,Total,OK,Reject,Recycle,OCR,Ignore,Default,Default,OK,NoPart,Overlap,Position,ToothCount,DiameterMin,DiameterMax,Circularity,T2TDistMin,T2TDistMax,ToothGapMin,ToothGapMax,Hole,UpsideDown,SlantAngle,HeightMin,HeightMax,Protrusion,Letter,OCRFail,MissingX,Error,
2018-08-02,20:33:33,1,A,Bottom,-1,-1,7495,6636,854,5,0,0,0,0,6636,1,2,3,22,0,20,6,0,0,812,2,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Side,-1,-1,7495,7474,19,2,0,0,0,0,7474,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,18,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,1,180,165,15,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,10,4,0,
2018-08-02,20:33:33,1,A,Cavity,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,3,183,159,24,0,0,0,0,0,183,0,0,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,45,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,4,3,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,7,4,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,
2018-08-02,20:33:33,1,A,Cavity,1,8,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,9,185,163,22,0,0,0,0,0,185,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,1,0,0,6,1,0,
2018-08-02,20:33:33,1,A,Cavity,1,10,173,153,20,0,0,0,0,0,173,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,12,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,11,181,166,15,0,0,0,0,0,181,0,0,0,0,0,1,1,0,0,14,1,0,0,0,0,0,0,0,14,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,12,178,160,18,0,0,0,0,0,178,1,0,0,1,0,1,1,0,0,15,0,0,0,0,0,0,0,0,8,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,13,150,132,18,0,0,0,0,0,150,0,0,0,1,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,14,140,122,18,0,0,0,0,0,140,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,1,0,0,11,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,15,171,146,24,1,0,0,0,0,171,0,0,0,0,0,0,0,0,0,24,0,0,1,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,17,156,123,33,0,0,0,0,0,156,0,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,14,16,0,
2018-08-02,20:33:33,1,A,Cavity,1,18,129,115,14,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,44,4,0,
2018-08-02,20:33:33,1,A,Cavity,1,19,184,165,19,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,13,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,20,179,155,24,0,0,0,0,0,179,0,1,0,2,0,1,0,0,0,20,0,0,0,0,0,1,0,0,8,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,21,176,154,22,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,2,0,0,21,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,22,172,140,32,0,0,0,0,0,172,0,0,0,2,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,23,190,162,27,1,0,0,0,0,190,0,1,0,0,0,0,0,0,0,25,0,0,0,0,0,2,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,24,6,5,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,26,164,147,17,0,0,0,0,0,164,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,23,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,27,176,149,27,0,0,0,0,0,176,0,0,0,0,0,1,1,0,0,23,0,0,0,0,0,0,0,0,3,4,0,
2018-08-02,20:33:33,1,A,Cavity,1,28,191,167,24,0,0,0,0,0,191,0,0,0,0,0,2,0,0,0,22,0,0,0,0,0,0,0,0,8,1,0,
2018-08-02,20:33:33,1,A,Cavity,1,29,153,138,15,0,0,0,0,0,153,0,0,0,1,0,1,0,0,0,13,0,0,0,0,0,0,0,0,17,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,30,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,36,174,155,19,0,0,0,0,0,174,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,37,177,165,12,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,6,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,38,165,148,17,0,0,0,0,0,165,0,0,0,0,0,2,1,0,0,15,1,0,0,0,0,0,0,0,39,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,39,166,153,13,0,0,0,0,0,166,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,41,167,143,24,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,2,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,42,166,149,17,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,43,159,142,17,0,0,0,0,0,159,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,10,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,44,167,147,20,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,5,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,47,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,48,12,11,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,49,170,148,22,0,0,0,0,0,170,0,0,0,2,0,1,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,52,165,142,23,0,0,0,0,0,165,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,54,167,149,18,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,55,173,150,23,0,0,0,0,0,173,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,57,156,142,14,0,0,0,0,0,156,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,1,0,0,2,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,58,7,5,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,60,167,148,19,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,1,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,61,168,152,16,0,0,0,0,0,168,0,0,0,1,0,1,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,64,180,159,20,1,0,0,0,0,180,0,0,1,0,0,2,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,66,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,68,8,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,7,174,156,16,2,0,0,0,0,174,0,0,2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,11,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,17,172,141,31,0,0,0,0,0,172,0,0,0,1,0,0,0,0,0,30,0,0,0,0,0,1,0,0,2,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,18,175,152,23,0,0,0,0,0,175,0,0,0,2,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0,1,0,
2018-08-02,20:33:33,1,A,Cavity,2,19,179,150,29,0,0,0,0,0,179,0,0,0,1,0,1,1,0,0,27,0,0,0,0,0,0,0,0,4,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,25,156,142,14,0,0,0,0,0,156,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,1,0,0,7,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,37,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,42,161,140,21,0,0,0,0,0,161,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,2,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,58,156,135,21,0,0,0,0,0,156,0,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,59,169,157,12,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,A,Cavity,2,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
